Unnamed: 0,Date,AQI,Date_date,Year,Month
0,2020-03-05,73.0,2020-03-05,2020,3
1,2020-03-06,55.0,2020-03-06,2020,3
2,2020-03-07,78.0,2020-03-07,2020,3
3,2020-03-08,120.0,2020-03-08,2020,3
4,2020-03-09,179.0,2020-03-09,2020,3
5,2020-03-10,224.0,2020-03-10,2020,3
6,2020-03-11,106.0,2020-03-11,2020,3
7,2020-03-12,140.0,2020-03-12,2020,3
8,2020-03-13,164.0,2020-03-13,2020,3
9,2020-03-14,123.0,2020-03-14,2020,3
10,2020-03-15,147.0,2020-03-15,2020,3
11,2020-03-16,251.0,2020-03-16,2020,3
12,2020-03-17,245.0,2020-03-17,2020,3
13,2020-03-18,301.0,2020-03-18,2020,3
14,2020-03-19,200.0,2020-03-19,2020,3
15,2020-03-20,223.0,2020-03-20,2020,3
16,2020-03-21,132.0,2020-03-21,2020,3
17,2020-03-22,225.0,2020-03-22,2020,3
18,2020-03-23,121.0,2020-03-23,2020,3
19,2020-03-24,120.0,2020-03-24,2020,3
20,2020-03-25,69.0,2020-03-25,2020,3
21,2020-03-26,71.0,2020-03-26,2020,3
22,2020-03-27,46.0,2020-03-27,2020,3
23,2020-03-28,54.0,2020-03-28,2020,3
24,2020-03-29,71.0,2020-03-29,2020,3
25,2020-03-30,73.0,2020-03-30,2020,3
26,2020-03-31,77.0,2020-03-31,2020,3
27,2020-04-01,67.0,2020-04-01,2020,4
28,2020-04-02,78.0,2020-04-02,2020,4
29,2020-04-03,88.0,2020-04-03,2020,4
30,2020-04-04,73.0,2020-04-04,2020,4
31,2020-04-05,101.0,2020-04-05,2020,4
32,2020-04-06,95.0,2020-04-06,2020,4
33,2020-04-07,100.0,2020-04-07,2020,4
34,2020-04-08,85.0,2020-04-08,2020,4
35,2020-04-09,85.0,2020-04-09,2020,4
36,2020-04-10,126.0,2020-04-10,2020,4
37,2020-04-11,107.0,2020-04-11,2020,4
38,2020-04-12,87.0,2020-04-12,2020,4
39,2020-04-13,124.0,2020-04-13,2020,4
40,2020-04-14,152.0,2020-04-14,2020,4
41,2020-04-15,173.0,2020-04-15,2020,4
42,2020-04-16,136.0,2020-04-16,2020,4
43,2020-04-17,92.0,2020-04-17,2020,4
44,2020-04-18,93.0,2020-04-18,2020,4
45,2020-04-19,98.0,2020-04-19,2020,4
46,2020-04-20,111.0,2020-04-20,2020,4
47,2020-04-21,86.0,2020-04-21,2020,4
48,2020-04-22,122.0,2020-04-22,2020,4
49,2020-04-23,113.0,2020-04-23,2020,4
50,2020-04-24,119.0,2020-04-24,2020,4
51,2020-04-25,92.0,2020-04-25,2020,4
52,2020-04-26,147.0,2020-04-26,2020,4
53,2020-04-27,89.0,2020-04-27,2020,4
54,2020-04-28,96.0,2020-04-28,2020,4
55,2020-04-29,131.0,2020-04-29,2020,4
56,2020-04-30,118.0,2020-04-30,2020,4
57,2020-05-01,130.0,2020-05-01,2020,5
58,2020-05-02,113.0,2020-05-02,2020,5
59,2020-05-03,101.0,2020-05-03,2020,5
60,2020-05-04,98.0,2020-05-04,2020,5
61,2020-05-05,98.0,2020-05-05,2020,5
62,2020-05-06,121.0,2020-05-06,2020,5
63,2020-05-07,116.0,2020-05-07,2020,5
64,2020-05-08,144.0,2020-05-08,2020,5
65,2020-05-09,155.0,2020-05-09,2020,5
66,2020-05-10,109.0,2020-05-10,2020,5
67,2020-05-11,104.0,2020-05-11,2020,5
68,2020-05-12,121.0,2020-05-12,2020,5
69,2020-05-13,128.0,2020-05-13,2020,5
70,2020-05-14,120.0,2020-05-14,2020,5
71,2020-05-15,105.0,2020-05-15,2020,5
72,2020-05-16,121.0,2020-05-16,2020,5
73,2020-05-17,161.0,2020-05-17,2020,5
74,2020-05-18,109.0,2020-05-18,2020,5
75,2020-05-19,151.0,2020-05-19,2020,5
76,2020-05-20,121.0,2020-05-20,2020,5
77,2020-05-21,132.0,2020-05-21,2020,5
78,2020-05-22,148.0,2020-05-22,2020,5
79,2020-05-23,228.0,2020-05-23,2020,5
80,2020-05-24,185.0,2020-05-24,2020,5
81,2020-05-25,185.0,2020-05-25,2020,5
82,2020-05-26,205.0,2020-05-26,2020,5
83,2020-05-27,315.0,2020-05-27,2020,5
84,2020-05-28,320.0,2020-05-28,2020,5
85,2020-05-29,103.0,2020-05-29,2020,5
86,2020-05-30,88.0,2020-05-30,2020,5
87,2020-05-31,89.0,2020-05-31,2020,5
88,2020-06-01,112.0,2020-06-01,2020,6
89,2020-06-02,99.0,2020-06-02,2020,6
90,2020-06-03,131.0,2020-06-03,2020,6
91,2020-06-04,161.0,2020-06-04,2020,6
92,2020-06-05,97.0,2020-06-05,2020,6
93,2020-06-06,125.0,2020-06-06,2020,6
94,2020-06-07,111.0,2020-06-07,2020,6
95,2020-06-08,107.0,2020-06-08,2020,6
96,2020-06-09,133.0,2020-06-09,2020,6
97,2020-06-10,120.0,2020-06-10,2020,6
98,2020-06-11,123.0,2020-06-11,2020,6
99,2020-06-12,166.0,2020-06-12,2020,6
100,2020-06-13,139.0,2020-06-13,2020,6
101,2020-06-14,166.0,2020-06-14,2020,6
102,2020-06-15,122.0,2020-06-15,2020,6
103,2020-06-16,114.0,2020-06-16,2020,6
104,2020-06-17,105.0,2020-06-17,2020,6
105,2020-06-18,133.0,2020-06-18,2020,6
106,2020-06-19,232.0,2020-06-19,2020,6
107,2020-06-20,171.0,2020-06-20,2020,6
108,2020-06-21,117.0,2020-06-21,2020,6
109,2020-06-22,129.0,2020-06-22,2020,6
110,2020-06-23,100.0,2020-06-23,2020,6
111,2020-06-24,93.0,2020-06-24,2020,6
112,2020-06-25,113.0,2020-06-25,2020,6
113,2020-06-26,156.0,2020-06-26,2020,6
114,2020-06-27,149.0,2020-06-27,2020,6
115,2020-06-28,245.0,2020-06-28,2020,6
116,2020-06-29,147.0,2020-06-29,2020,6
117,2020-06-30,129.0,2020-06-30,2020,6
118,2020-07-01,149.0,2020-07-01,2020,7
119,2020-07-02,178.0,2020-07-02,2020,7
120,2020-07-03,182.0,2020-07-03,2020,7
121,2020-07-04,115.0,2020-07-04,2020,7
122,2020-07-05,86.0,2020-07-05,2020,7
123,2020-07-06,115.0,2020-07-06,2020,7
124,2020-07-07,61.0,2020-07-07,2020,7
125,2020-07-08,72.0,2020-07-08,2020,7
126,2020-07-09,92.0,2020-07-09,2020,7
127,2020-07-10,105.0,2020-07-10,2020,7
128,2020-07-11,82.0,2020-07-11,2020,7
129,2020-07-12,67.0,2020-07-12,2020,7
130,2020-07-13,119.0,2020-07-13,2020,7
131,2020-07-14,129.0,2020-07-14,2020,7
132,2020-07-15,145.0,2020-07-15,2020,7
133,2020-07-16,103.0,2020-07-16,2020,7
134,2020-07-17,108.0,2020-07-17,2020,7
135,2020-07-18,117.0,2020-07-18,2020,7
136,2020-07-19,71.0,2020-07-19,2020,7
137,2020-07-20,68.0,2020-07-20,2020,7
138,2020-07-21,90.0,2020-07-21,2020,7
139,2020-07-22,56.0,2020-07-22,2020,7
140,2020-07-23,105.0,2020-07-23,2020,7
141,2020-07-24,130.0,2020-07-24,2020,7
142,2020-07-25,110.0,2020-07-25,2020,7
143,2020-07-26,126.0,2020-07-26,2020,7
144,2020-07-27,109.0,2020-07-27,2020,7
145,2020-07-28,93.0,2020-07-28,2020,7
146,2020-07-29,115.0,2020-07-29,2020,7
147,2020-07-30,63.0,2020-07-30,2020,7
148,2020-07-31,109.0,2020-07-31,2020,7
149,2020-08-01,111.0,2020-08-01,2020,8
150,2020-08-02,83.0,2020-08-02,2020,8
151,2020-08-03,71.0,2020-08-03,2020,8
152,2020-08-04,86.0,2020-08-04,2020,8
153,2020-08-05,126.0,2020-08-05,2020,8
154,2020-08-06,70.0,2020-08-06,2020,8
155,2020-08-07,68.0,2020-08-07,2020,8
156,2020-08-08,121.0,2020-08-08,2020,8
157,2020-08-09,79.0,2020-08-09,2020,8
158,2020-08-10,103.0,2020-08-10,2020,8
159,2020-08-11,104.0,2020-08-11,2020,8
160,2020-08-12,73.0,2020-08-12,2020,8
161,2020-08-13,50.0,2020-08-13,2020,8
162,2020-08-14,85.0,2020-08-14,2020,8
163,2020-08-15,131.0,2020-08-15,2020,8
164,2020-08-16,111.0,2020-08-16,2020,8
165,2020-08-17,144.0,2020-08-17,2020,8
166,2020-08-18,120.0,2020-08-18,2020,8
167,2020-08-19,162.0,2020-08-19,2020,8
168,2020-08-20,306.0,2020-08-20,2020,8
169,2020-08-21,88.0,2020-08-21,2020,8
170,2020-08-22,68.0,2020-08-22,2020,8
171,2020-08-23,66.0,2020-08-23,2020,8
172,2020-08-24,70.0,2020-08-24,2020,8
173,2020-08-25,72.0,2020-08-25,2020,8
174,2020-08-26,85.0,2020-08-26,2020,8
175,2020-08-27,94.0,2020-08-27,2020,8
176,2020-08-28,122.0,2020-08-28,2020,8
177,2020-08-29,98.0,2020-08-29,2020,8
178,2020-08-30,72.0,2020-08-30,2020,8
179,2020-08-31,50.0,2020-08-31,2020,8
180,2020-09-01,69.0,2020-09-01,2020,9
181,2020-09-02,79.0,2020-09-02,2020,9
182,2020-09-03,114.0,2020-09-03,2020,9
183,2020-09-04,112.0,2020-09-04,2020,9
184,2020-09-05,93.0,2020-09-05,2020,9
185,2020-09-06,65.0,2020-09-06,2020,9
186,2020-09-07,140.0,2020-09-07,2020,9
187,2020-09-08,84.0,2020-09-08,2020,9
188,2020-09-09,172.0,2020-09-09,2020,9
189,2020-09-10,166.0,2020-09-10,2020,9
190,2020-09-11,223.0,2020-09-11,2020,9
191,2020-09-12,182.0,2020-09-12,2020,9
192,2020-09-13,181.0,2020-09-13,2020,9
193,2020-09-14,192.0,2020-09-14,2020,9
194,2020-09-15,170.0,2020-09-15,2020,9
195,2020-09-16,178.0,2020-09-16,2020,9
196,2020-09-17,122.0,2020-09-17,2020,9
197,2020-09-18,118.0,2020-09-18,2020,9
198,2020-09-19,120.0,2020-09-19,2020,9
199,2020-09-20,180.0,2020-09-20,2020,9
200,2020-09-21,199.0,2020-09-21,2020,9
201,2020-09-22,152.0,2020-09-22,2020,9
202,2020-09-23,104.0,2020-09-23,2020,9
203,2020-09-24,109.0,2020-09-24,2020,9
204,2020-09-25,168.0,2020-09-25,2020,9
205,2020-09-26,169.0,2020-09-26,2020,9
206,2020-09-27,128.0,2020-09-27,2020,9
207,2020-09-28,190.0,2020-09-28,2020,9
208,2020-09-29,180.0,2020-09-29,2020,9
209,2020-09-30,171.0,2020-09-30,2020,9
210,2020-10-01,181.0,2020-10-01,2020,10
211,2020-10-02,170.0,2020-10-02,2020,10
212,2020-10-03,169.0,2020-10-03,2020,10
213,2020-10-04,263.0,2020-10-04,2020,10
214,2020-10-05,206.0,2020-10-05,2020,10
215,2020-10-06,205.0,2020-10-06,2020,10
216,2020-10-07,223.0,2020-10-07,2020,10
217,2020-10-08,235.0,2020-10-08,2020,10
218,2020-10-09,309.0,2020-10-09,2020,10
219,2020-10-10,217.0,2020-10-10,2020,10
220,2020-10-11,221.0,2020-10-11,2020,10
221,2020-10-12,342.0,2020-10-12,2020,10
222,2020-10-13,335.0,2020-10-13,2020,10
223,2020-10-14,319.0,2020-10-14,2020,10
224,2020-10-15,310.0,2020-10-15,2020,10
225,2020-10-16,295.0,2020-10-16,2020,10
226,2020-10-17,379.0,2020-10-17,2020,10
227,2020-10-18,309.0,2020-10-18,2020,10
228,2020-10-19,305.0,2020-10-19,2020,10
229,2020-10-20,308.0,2020-10-20,2020,10
230,2020-10-21,341.0,2020-10-21,2020,10
231,2020-10-22,340.0,2020-10-22,2020,10
232,2020-10-23,402.0,2020-10-23,2020,10
233,2020-10-24,394.0,2020-10-24,2020,10
234,2020-10-25,434.0,2020-10-25,2020,10
235,2020-10-26,364.0,2020-10-26,2020,10
236,2020-10-27,368.0,2020-10-27,2020,10
237,2020-10-28,418.0,2020-10-28,2020,10
238,2020-10-29,526.0,2020-10-29,2020,10
239,2020-10-30,505.0,2020-10-30,2020,10
240,2020-10-31,455.0,2020-10-31,2020,10
241,2020-11-01,486.0,2020-11-01,2020,11
242,2020-11-02,416.0,2020-11-02,2020,11
243,2020-11-03,396.0,2020-11-03,2020,11
244,2020-11-04,531.0,2020-11-04,2020,11
245,2020-11-05,547.0,2020-11-05,2020,11
246,2020-11-06,586.0,2020-11-06,2020,11
247,2020-11-07,586.0,2020-11-07,2020,11
248,2020-11-08,586.0,2020-11-08,2020,11
249,2020-11-09,586.0,2020-11-09,2020,11
250,2020-11-10,586.0,2020-11-10,2020,11
251,2020-11-11,343.0,2020-11-11,2020,11
252,2020-11-12,419.0,2020-11-12,2020,11
253,2020-11-13,366.0,2020-11-13,2020,11
254,2020-11-14,460.0,2020-11-14,2020,11
255,2020-11-15,455.0,2020-11-15,2020,11
256,2020-11-16,248.0,2020-11-16,2020,11
257,2020-11-17,193.0,2020-11-17,2020,11
258,2020-11-18,142.0,2020-11-18,2020,11
259,2020-11-19,198.0,2020-11-19,2020,11
260,2020-11-20,287.0,2020-11-20,2020,11
261,2020-11-21,205.0,2020-11-21,2020,11
262,2020-11-22,239.0,2020-11-22,2020,11
263,2020-11-23,340.0,2020-11-23,2020,11
264,2020-11-24,279.0,2020-11-24,2020,11
265,2020-11-25,320.0,2020-11-25,2020,11
266,2020-11-26,178.0,2020-11-26,2020,11
267,2020-11-27,95.0,2020-11-27,2020,11
268,2020-11-28,180.0,2020-11-28,2020,11
269,2020-11-29,339.0,2020-11-29,2020,11
270,2020-11-30,323.0,2020-11-30,2020,11
271,2020-12-01,325.0,2020-12-01,2020,12
272,2020-12-02,320.0,2020-12-02,2020,12
273,2020-12-03,347.0,2020-12-03,2020,12
274,2020-12-04,310.0,2020-12-04,2020,12
275,2020-12-05,311.0,2020-12-05,2020,12
276,2020-12-06,316.0,2020-12-06,2020,12
277,2020-12-07,340.0,2020-12-07,2020,12
278,2020-12-08,338.0,2020-12-08,2020,12
279,2020-12-09,321.0,2020-12-09,2020,12
280,2020-12-10,261.0,2020-12-10,2020,12
281,2020-12-11,314.0,2020-12-11,2020,12
282,2020-12-12,305.0,2020-12-12,2020,12
283,2020-12-13,136.0,2020-12-13,2020,12
284,2020-12-14,87.0,2020-12-14,2020,12
285,2020-12-15,193.0,2020-12-15,2020,12
286,2020-12-16,221.0,2020-12-16,2020,12
287,2020-12-17,250.0,2020-12-17,2020,12
288,2020-12-18,175.0,2020-12-18,2020,12
289,2020-12-19,282.0,2020-12-19,2020,12
290,2020-12-20,302.0,2020-12-20,2020,12
291,2020-12-21,326.0,2020-12-21,2020,12
292,2020-12-22,422.0,2020-12-22,2020,12
293,2020-12-23,380.0,2020-12-23,2020,12
294,2020-12-24,383.0,2020-12-24,2020,12
295,2020-12-25,307.0,2020-12-25,2020,12
296,2020-12-26,384.0,2020-12-26,2020,12
297,2020-12-27,344.0,2020-12-27,2020,12
298,2020-12-28,197.0,2020-12-28,2020,12
299,2020-12-29,298.0,2020-12-29,2020,12
300,2020-12-30,249.0,2020-12-30,2020,12
301,2020-12-31,331.0,2020-12-31,2020,12
302,2021-01-01,402.0,2021-01-01,2021,1
303,2021-01-02,334.0,2021-01-02,2021,1
304,2021-01-03,224.0,2021-01-03,2021,1
305,2021-01-04,96.0,2021-01-04,2021,1
306,2021-01-05,84.0,2021-01-05,2021,1
307,2021-01-06,259.0,2021-01-06,2021,1
308,2021-01-07,151.0,2021-01-07,2021,1
309,2021-01-08,191.0,2021-01-08,2021,1
310,2021-01-09,208.0,2021-01-09,2021,1
311,2021-01-10,206.0,2021-01-10,2021,1
312,2021-01-11,153.0,2021-01-11,2021,1
313,2021-01-12,301.0,2021-01-12,2021,1
314,2021-01-13,366.0,2021-01-13,2021,1
315,2021-01-14,381.0,2021-01-14,2021,1
316,2021-01-15,465.0,2021-01-15,2021,1
317,2021-01-16,357.0,2021-01-16,2021,1
318,2021-01-17,357.0,2021-01-17,2021,1
319,2021-01-18,370.0,2021-01-18,2021,1
320,2021-01-19,392.0,2021-01-19,2021,1
321,2021-01-20,178.0,2021-01-20,2021,1
322,2021-01-21,320.0,2021-01-21,2021,1
323,2021-01-22,374.0,2021-01-22,2021,1
324,2021-01-23,307.0,2021-01-23,2021,1
325,2021-01-24,304.0,2021-01-24,2021,1
326,2021-01-25,326.0,2021-01-25,2021,1
327,2021-01-26,347.0,2021-01-26,2021,1
328,2021-01-27,352.0,2021-01-27,2021,1
329,2021-01-28,380.0,2021-01-28,2021,1
330,2021-01-29,360.0,2021-01-29,2021,1
331,2021-01-30,330.0,2021-01-30,2021,1
332,2021-01-31,370.0,2021-01-31,2021,1
333,2021-02-01,350.0,2021-02-01,2021,2
334,2021-02-02,437.0,2021-02-02,2021,2
335,2021-02-03,358.0,2021-02-03,2021,2
336,2021-02-04,335.0,2021-02-04,2021,2
337,2021-02-05,288.0,2021-02-05,2021,2
338,2021-02-06,251.0,2021-02-06,2021,2
339,2021-02-07,335.0,2021-02-07,2021,2
340,2021-02-08,488.0,2021-02-08,2021,2
341,2021-02-09,356.0,2021-02-09,2021,2
342,2021-02-10,310.0,2021-02-10,2021,2
343,2021-02-11,372.0,2021-02-11,2021,2
344,2021-02-12,409.0,2021-02-12,2021,2
345,2021-02-13,386.0,2021-02-13,2021,2
346,2021-02-14,417.0,2021-02-14,2021,2
347,2021-02-15,362.0,2021-02-15,2021,2
348,2021-02-16,367.0,2021-02-16,2021,2
349,2021-02-17,388.0,2021-02-17,2021,2
350,2021-02-18,392.0,2021-02-18,2021,2
351,2021-02-19,398.0,2021-02-19,2021,2
352,2021-02-20,328.0,2021-02-20,2021,2
353,2021-02-21,361.0,2021-02-21,2021,2
354,2021-02-22,353.0,2021-02-22,2021,2
355,2021-02-23,365.0,2021-02-23,2021,2
356,2021-02-24,327.0,2021-02-24,2021,2
357,2021-02-25,333.0,2021-02-25,2021,2
358,2021-02-26,286.0,2021-02-26,2021,2
359,2021-02-27,263.0,2021-02-27,2021,2
360,2021-02-28,310.0,2021-02-28,2021,2
361,2021-03-01,244.0,2021-03-01,2021,3
362,2021-03-02,274.0,2021-03-02,2021,3
363,2021-03-03,301.0,2021-03-03,2021,3
364,2021-03-04,321.0,2021-03-04,2021,3
365,2021-03-05,329.0,2021-03-05,2021,3
366,2021-03-06,274.0,2021-03-06,2021,3
367,2021-03-07,234.0,2021-03-07,2021,3
368,2021-03-08,228.0,2021-03-08,2021,3
369,2021-03-09,298.0,2021-03-09,2021,3
370,2021-03-10,221.0,2021-03-10,2021,3
371,2021-03-11,355.0,2021-03-11,2021,3
372,2021-03-12,347.0,2021-03-12,2021,3
373,2021-03-13,314.0,2021-03-13,2021,3
374,2021-03-14,263.0,2021-03-14,2021,3
375,2021-03-15,234.0,2021-03-15,2021,3
376,2021-03-16,308.0,2021-03-16,2021,3
377,2021-03-17,363.0,2021-03-17,2021,3
378,2021-03-18,451.0,2021-03-18,2021,3
379,2021-03-19,269.0,2021-03-19,2021,3
380,2021-03-20,293.0,2021-03-20,2021,3
381,2021-03-21,302.0,2021-03-21,2021,3
382,2021-03-22,187.0,2021-03-22,2021,3
383,2021-03-23,199.0,2021-03-23,2021,3
384,2021-03-24,142.0,2021-03-24,2021,3
385,2021-03-25,175.0,2021-03-25,2021,3
386,2021-03-26,218.0,2021-03-26,2021,3
387,2021-03-27,265.0,2021-03-27,2021,3
388,2021-03-28,315.0,2021-03-28,2021,3
389,2021-03-29,303.0,2021-03-29,2021,3
390,2021-03-30,383.0,2021-03-30,2021,3
391,2021-03-31,205.0,2021-03-31,2021,3
392,2021-04-01,204.0,2021-04-01,2021,4
393,2021-04-02,154.0,2021-04-02,2021,4
394,2021-04-03,160.0,2021-04-03,2021,4
395,2021-04-04,301.0,2021-04-04,2021,4
396,2021-04-05,323.0,2021-04-05,2021,4
397,2021-04-06,331.0,2021-04-06,2021,4
398,2021-04-07,324.0,2021-04-07,2021,4
399,2021-04-08,177.0,2021-04-08,2021,4
400,2021-04-09,203.0,2021-04-09,2021,4
401,2021-04-10,199.0,2021-04-10,2021,4
402,2021-04-11,229.0,2021-04-11,2021,4
403,2021-04-12,309.0,2021-04-12,2021,4
404,2021-04-13,251.0,2021-04-13,2021,4
405,2021-04-14,207.0,2021-04-14,2021,4
406,2021-04-15,244.0,2021-04-15,2021,4
407,2021-04-16,302.0,2021-04-16,2021,4
408,2021-04-17,107.0,2021-04-17,2021,4
409,2021-04-18,184.0,2021-04-18,2021,4
410,2021-04-19,281.0,2021-04-19,2021,4
411,2021-04-20,191.0,2021-04-20,2021,4
412,2021-04-21,109.0,2021-04-21,2021,4
413,2021-04-22,136.0,2021-04-22,2021,4
414,2021-04-23,170.0,2021-04-23,2021,4
415,2021-04-24,128.0,2021-04-24,2021,4
416,2021-04-25,302.0,2021-04-25,2021,4
417,2021-04-26,326.0,2021-04-26,2021,4
418,2021-04-27,396.0,2021-04-27,2021,4
419,2021-04-28,339.0,2021-04-28,2021,4
420,2021-04-29,375.0,2021-04-29,2021,4
421,2021-04-30,395.0,2021-04-30,2021,4
422,2021-05-01,190.0,2021-05-01,2021,5
423,2021-05-02,172.0,2021-05-02,2021,5
424,2021-05-03,315.0,2021-05-03,2021,5
425,2021-05-04,156.0,2021-05-04,2021,5
426,2021-05-05,187.0,2021-05-05,2021,5
427,2021-05-06,145.0,2021-05-06,2021,5
428,2021-05-07,105.0,2021-05-07,2021,5
429,2021-05-08,167.0,2021-05-08,2021,5
430,2021-05-09,146.0,2021-05-09,2021,5
431,2021-05-10,152.0,2021-05-10,2021,5
432,2021-05-11,192.0,2021-05-11,2021,5
433,2021-05-12,134.0,2021-05-12,2021,5
434,2021-05-13,107.0,2021-05-13,2021,5
435,2021-05-14,115.0,2021-05-14,2021,5
436,2021-05-15,173.0,2021-05-15,2021,5
437,2021-05-16,148.0,2021-05-16,2021,5
438,2021-05-17,229.0,2021-05-17,2021,5
439,2021-05-18,88.0,2021-05-18,2021,5
440,2021-05-19,89.0,2021-05-19,2021,5
441,2021-05-20,80.0,2021-05-20,2021,5
442,2021-05-21,83.0,2021-05-21,2021,5
443,2021-05-22,100.0,2021-05-22,2021,5
444,2021-05-23,312.0,2021-05-23,2021,5
445,2021-05-24,140.0,2021-05-24,2021,5
446,2021-05-25,150.0,2021-05-25,2021,5
447,2021-05-26,163.0,2021-05-26,2021,5
448,2021-05-27,166.0,2021-05-27,2021,5
449,2021-05-28,123.0,2021-05-28,2021,5
450,2021-05-29,135.0,2021-05-29,2021,5
451,2021-05-30,104.0,2021-05-30,2021,5
452,2021-05-31,144.0,2021-05-31,2021,5
453,2021-06-01,150.0,2021-06-01,2021,6
454,2021-06-02,151.0,2021-06-02,2021,6
455,2021-06-03,135.0,2021-06-03,2021,6
456,2021-06-04,159.0,2021-06-04,2021,6
457,2021-06-05,134.0,2021-06-05,2021,6
458,2021-06-06,145.0,2021-06-06,2021,6
459,2021-06-07,177.0,2021-06-07,2021,6
460,2021-06-08,245.0,2021-06-08,2021,6
461,2021-06-09,227.0,2021-06-09,2021,6
462,2021-06-10,241.0,2021-06-10,2021,6
463,2021-06-11,188.0,2021-06-11,2021,6
464,2021-06-12,130.0,2021-06-12,2021,6
465,2021-06-13,101.0,2021-06-13,2021,6
466,2021-06-14,107.0,2021-06-14,2021,6
467,2021-06-15,97.0,2021-06-15,2021,6
468,2021-06-16,78.0,2021-06-16,2021,6
469,2021-06-17,84.0,2021-06-17,2021,6
470,2021-06-18,79.0,2021-06-18,2021,6
471,2021-06-19,73.0,2021-06-19,2021,6
472,2021-06-20,62.0,2021-06-20,2021,6
473,2021-06-21,94.0,2021-06-21,2021,6
474,2021-06-22,152.0,2021-06-22,2021,6
475,2021-06-23,275.0,2021-06-23,2021,6
476,2021-06-24,164.0,2021-06-24,2021,6
477,2021-06-25,165.0,2021-06-25,2021,6
478,2021-06-26,152.0,2021-06-26,2021,6
479,2021-06-27,225.0,2021-06-27,2021,6
480,2021-06-28,211.0,2021-06-28,2021,6
481,2021-06-29,257.0,2021-06-29,2021,6
482,2021-06-30,228.0,2021-06-30,2021,6
483,2021-07-01,144.0,2021-07-01,2021,7
484,2021-07-02,137.0,2021-07-02,2021,7
485,2021-07-03,111.0,2021-07-03,2021,7
486,2021-07-04,116.0,2021-07-04,2021,7
487,2021-07-05,121.0,2021-07-05,2021,7
488,2021-07-06,127.0,2021-07-06,2021,7
489,2021-07-07,117.0,2021-07-07,2021,7
490,2021-07-08,126.0,2021-07-08,2021,7
491,2021-07-09,125.0,2021-07-09,2021,7
492,2021-07-10,126.0,2021-07-10,2021,7
493,2021-07-11,158.0,2021-07-11,2021,7
494,2021-07-12,111.0,2021-07-12,2021,7
495,2021-07-13,74.0,2021-07-13,2021,7
496,2021-07-14,82.0,2021-07-14,2021,7
497,2021-07-15,122.0,2021-07-15,2021,7
498,2021-07-16,96.0,2021-07-16,2021,7
499,2021-07-17,159.0,2021-07-17,2021,7
500,2021-07-18,87.0,2021-07-18,2021,7
501,2021-07-19,49.0,2021-07-19,2021,7
502,2021-07-20,105.0,2021-07-20,2021,7
503,2021-07-21,84.0,2021-07-21,2021,7
504,2021-07-22,80.0,2021-07-22,2021,7
505,2021-07-23,99.0,2021-07-23,2021,7
506,2021-07-24,159.0,2021-07-24,2021,7
507,2021-07-25,131.0,2021-07-25,2021,7
508,2021-07-26,173.0,2021-07-26,2021,7
509,2021-07-27,91.0,2021-07-27,2021,7
510,2021-07-28,60.0,2021-07-28,2021,7
511,2021-07-29,77.0,2021-07-29,2021,7
512,2021-07-30,88.0,2021-07-30,2021,7
513,2021-07-31,106.0,2021-07-31,2021,7
514,2021-08-01,123.0,2021-08-01,2021,8
515,2021-08-02,162.0,2021-08-02,2021,8
516,2021-08-03,77.0,2021-08-03,2021,8
517,2021-08-04,71.0,2021-08-04,2021,8
518,2021-08-05,113.0,2021-08-05,2021,8
519,2021-08-06,119.0,2021-08-06,2021,8
520,2021-08-07,153.0,2021-08-07,2021,8
521,2021-08-08,102.0,2021-08-08,2021,8
522,2021-08-09,101.0,2021-08-09,2021,8
523,2021-08-10,102.0,2021-08-10,2021,8
524,2021-08-11,78.0,2021-08-11,2021,8
525,2021-08-12,76.0,2021-08-12,2021,8
526,2021-08-13,90.0,2021-08-13,2021,8
527,2021-08-14,82.0,2021-08-14,2021,8
528,2021-08-15,88.0,2021-08-15,2021,8
529,2021-08-16,102.0,2021-08-16,2021,8
530,2021-08-17,119.0,2021-08-17,2021,8
531,2021-08-18,169.0,2021-08-18,2021,8
532,2021-08-19,294.0,2021-08-19,2021,8
533,2021-08-20,165.0,2021-08-20,2021,8
534,2021-08-21,56.0,2021-08-21,2021,8
535,2021-08-22,73.0,2021-08-22,2021,8
536,2021-08-23,70.0,2021-08-23,2021,8
537,2021-08-24,110.0,2021-08-24,2021,8
538,2021-08-25,123.0,2021-08-25,2021,8
539,2021-08-26,128.0,2021-08-26,2021,8
540,2021-08-27,159.0,2021-08-27,2021,8
541,2021-08-28,164.0,2021-08-28,2021,8
542,2021-08-29,169.0,2021-08-29,2021,8
543,2021-08-30,77.0,2021-08-30,2021,8
544,2021-08-31,66.0,2021-08-31,2021,8
545,2021-09-01,53.0,2021-09-01,2021,9
546,2021-09-02,84.0,2021-09-02,2021,9
547,2021-09-03,77.0,2021-09-03,2021,9
548,2021-09-04,74.0,2021-09-04,2021,9
549,2021-09-05,101.0,2021-09-05,2021,9
550,2021-09-06,112.0,2021-09-06,2021,9
551,2021-09-07,136.0,2021-09-07,2021,9
552,2021-09-08,69.0,2021-09-08,2021,9
553,2021-09-09,85.0,2021-09-09,2021,9
554,2021-09-10,102.0,2021-09-10,2021,9
555,2021-09-11,56.0,2021-09-11,2021,9
556,2021-09-12,72.0,2021-09-12,2021,9
557,2021-09-13,139.0,2021-09-13,2021,9
